"Date","Source","Site ID","POC","Daily Mean PM10 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/21/2018","AQS","370670022","1","18","ug/m3 SC","17","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"01/22/2018","AQS","370670022","1","21","ug/m3 SC","19","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"01/23/2018","AQS","370670022","1","14","ug/m3 SC","13","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"01/24/2018","AQS","370670022","1","7","ug/m3 SC","6","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"01/25/2018","AQS","370670022","1","12","ug/m3 SC","11","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"01/26/2018","AQS","370670022","1","24","ug/m3 SC","22","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"01/27/2018","AQS","370670022","1","31","ug/m3 SC","29","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"01/28/2018","AQS","370670022","1","15","ug/m3 SC","14","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"01/29/2018","AQS","370670022","1","5","ug/m3 SC","5","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"01/30/2018","AQS","370670022","1","8","ug/m3 SC","7","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"01/31/2018","AQS","370670022","1","12","ug/m3 SC","11","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"02/01/2018","AQS","370670022","1","16","ug/m3 SC","15","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"02/02/2018","AQS","370670022","1","7","ug/m3 SC","6","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"02/03/2018","AQS","370670022","1","9","ug/m3 SC","8","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"02/04/2018","AQS","370670022","1","11","ug/m3 SC","10","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"02/05/2018","AQS","370670022","1","7","ug/m3 SC","6","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"02/06/2018","AQS","370670022","1","13","ug/m3 SC","12","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"02/07/2018","AQS","370670022","1","9","ug/m3 SC","8","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"02/08/2018","AQS","370670022","1","11","ug/m3 SC","10","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"02/09/2018","AQS","370670022","1","16","ug/m3 SC","15","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"02/10/2018","AQS","370670022","1","18","ug/m3 SC","17","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"02/11/2018","AQS","370670022","1","10","ug/m3 SC","9","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"02/12/2018","AQS","370670022","1","7","ug/m3 SC","6","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"02/13/2018","AQS","370670022","1","9","ug/m3 SC","8","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"02/14/2018","AQS","370670022","1","18","ug/m3 SC","17","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"02/15/2018","AQS","370670022","1","12","ug/m3 SC","11","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"02/16/2018","AQS","370670022","1","9","ug/m3 SC","8","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"02/17/2018","AQS","370670022","1","7","ug/m3 SC","6","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"02/18/2018","AQS","370670022","1","6","ug/m3 SC","6","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"02/19/2018","AQS","370670022","1","16","ug/m3 SC","15","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"02/20/2018","AQS","370670022","1","18","ug/m3 SC","17","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"02/21/2018","AQS","370670022","1","14","ug/m3 SC","13","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"02/22/2018","AQS","370670022","1","15","ug/m3 SC","14","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"02/23/2018","AQS","370670022","1","22","ug/m3 SC","20","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"02/24/2018","AQS","370670022","1","19","ug/m3 SC","18","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"02/25/2018","AQS","370670022","1","13","ug/m3 SC","12","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"02/26/2018","AQS","370670022","1","8","ug/m3 SC","7","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"02/27/2018","AQS","370670022","1","11","ug/m3 SC","10","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"02/28/2018","AQS","370670022","1","19","ug/m3 SC","18","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"03/01/2018","AQS","370670022","1","13","ug/m3 SC","12","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"03/02/2018","AQS","370670022","1","6","ug/m3 SC","6","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"03/03/2018","AQS","370670022","1","5","ug/m3 SC","5","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"03/04/2018","AQS","370670022","1","7","ug/m3 SC","6","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"03/05/2018","AQS","370670022","1","10","ug/m3 SC","9","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"03/06/2018","AQS","370670022","1","10","ug/m3 SC","9","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"03/07/2018","AQS","370670022","1","9","ug/m3 SC","8","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"03/08/2018","AQS","370670022","1","9","ug/m3 SC","8","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"03/09/2018","AQS","370670022","1","12","ug/m3 SC","11","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"03/10/2018","AQS","370670022","1","25","ug/m3 SC","23","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"03/11/2018","AQS","370670022","1","23","ug/m3 SC","21","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"03/12/2018","AQS","370670022","1","11","ug/m3 SC","10","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"03/13/2018","AQS","370670022","1","10","ug/m3 SC","9","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"03/14/2018","AQS","370670022","1","9","ug/m3 SC","8","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"03/15/2018","AQS","370670022","1","21","ug/m3 SC","19","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"03/16/2018","AQS","370670022","1","19","ug/m3 SC","18","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"03/17/2018","AQS","370670022","1","16","ug/m3 SC","15","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"03/18/2018","AQS","370670022","1","11","ug/m3 SC","10","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"03/19/2018","AQS","370670022","1","17","ug/m3 SC","16","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"03/20/2018","AQS","370670022","1","7","ug/m3 SC","6","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"03/21/2018","AQS","370670022","1","5","ug/m3 SC","5","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"03/22/2018","AQS","370670022","1","8","ug/m3 SC","7","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"03/23/2018","AQS","370670022","1","10","ug/m3 SC","9","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"03/24/2018","AQS","370670022","1","12","ug/m3 SC","11","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"03/25/2018","AQS","370670022","1","8","ug/m3 SC","7","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"03/26/2018","AQS","370670022","1","8","ug/m3 SC","7","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"03/27/2018","AQS","370670022","1","15","ug/m3 SC","14","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"03/28/2018","AQS","370670022","1","21","ug/m3 SC","19","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"03/29/2018","AQS","370670022","1","25","ug/m3 SC","23","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"03/30/2018","AQS","370670022","1","10","ug/m3 SC","9","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"03/31/2018","AQS","370670022","1","9","ug/m3 SC","8","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"04/01/2018","AQS","370670022","1","13","ug/m3 SC","12","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"04/02/2018","AQS","370670022","1","15","ug/m3 SC","14","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"04/03/2018","AQS","370670022","1","24","ug/m3 SC","22","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"04/04/2018","AQS","370670022","1","14","ug/m3 SC","13","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"04/05/2018","AQS","370670022","1","11","ug/m3 SC","10","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"04/06/2018","AQS","370670022","1","22","ug/m3 SC","20","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"04/07/2018","AQS","370670022","1","10","ug/m3 SC","9","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"04/08/2018","AQS","370670022","1","8","ug/m3 SC","7","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"04/09/2018","AQS","370670022","1","11","ug/m3 SC","10","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"04/10/2018","AQS","370670022","1","13","ug/m3 SC","12","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"04/11/2018","AQS","370670022","1","14","ug/m3 SC","13","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"04/12/2018","AQS","370670022","1","27","ug/m3 SC","25","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"04/13/2018","AQS","370670022","1","25","ug/m3 SC","23","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"04/14/2018","AQS","370670022","1","22","ug/m3 SC","20","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"04/15/2018","AQS","370670022","1","16","ug/m3 SC","15","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"04/16/2018","AQS","370670022","1","6","ug/m3 SC","6","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"04/17/2018","AQS","370670022","1","9","ug/m3 SC","8","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"04/18/2018","AQS","370670022","1","17","ug/m3 SC","16","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"04/19/2018","AQS","370670022","1","17","ug/m3 SC","16","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"04/20/2018","AQS","370670022","1","9","ug/m3 SC","8","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"04/21/2018","AQS","370670022","1","13","ug/m3 SC","12","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"04/22/2018","AQS","370670022","1","15","ug/m3 SC","14","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"04/23/2018","AQS","370670022","1","12","ug/m3 SC","11","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"04/24/2018","AQS","370670022","1","6","ug/m3 SC","6","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"05/18/2018","AQS","370670022","1","13","ug/m3 SC","12","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"05/19/2018","AQS","370670022","1","12","ug/m3 SC","11","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"05/20/2018","AQS","370670022","1","17","ug/m3 SC","16","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"05/21/2018","AQS","370670022","1","20","ug/m3 SC","19","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"05/22/2018","AQS","370670022","1","17","ug/m3 SC","16","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"05/23/2018","AQS","370670022","1","13","ug/m3 SC","12","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"05/24/2018","AQS","370670022","1","15","ug/m3 SC","14","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"05/25/2018","AQS","370670022","1","14","ug/m3 SC","13","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"05/26/2018","AQS","370670022","1","15","ug/m3 SC","14","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"05/27/2018","AQS","370670022","1","16","ug/m3 SC","15","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"05/28/2018","AQS","370670022","1","10","ug/m3 SC","9","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"05/29/2018","AQS","370670022","1","9","ug/m3 SC","8","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"05/30/2018","AQS","370670022","1","14","ug/m3 SC","13","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"05/31/2018","AQS","370670022","1","13","ug/m3 SC","12","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"06/01/2018","AQS","370670022","1","16","ug/m3 SC","15","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"06/02/2018","AQS","370670022","1","14","ug/m3 SC","13","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"06/03/2018","AQS","370670022","1","14","ug/m3 SC","13","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"06/04/2018","AQS","370670022","1","16","ug/m3 SC","15","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"06/05/2018","AQS","370670022","1","14","ug/m3 SC","13","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"06/06/2018","AQS","370670022","1","17","ug/m3 SC","16","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"06/07/2018","AQS","370670022","1","17","ug/m3 SC","16","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"06/08/2018","AQS","370670022","1","23","ug/m3 SC","21","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"06/09/2018","AQS","370670022","1","20","ug/m3 SC","19","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"06/10/2018","AQS","370670022","1","19","ug/m3 SC","18","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"06/11/2018","AQS","370670022","1","15","ug/m3 SC","14","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"06/12/2018","AQS","370670022","1","12","ug/m3 SC","11","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"06/13/2018","AQS","370670022","1","15","ug/m3 SC","14","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"06/14/2018","AQS","370670022","1","14","ug/m3 SC","13","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"06/15/2018","AQS","370670022","1","15","ug/m3 SC","14","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"06/16/2018","AQS","370670022","1","19","ug/m3 SC","18","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"06/17/2018","AQS","370670022","1","18","ug/m3 SC","17","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"06/18/2018","AQS","370670022","1","20","ug/m3 SC","19","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
"06/19/2018","AQS","370670022","1","24","ug/m3 SC","22","Hattie Avenue","1","100.0000","81102","PM10 Total 0-10um STP","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.110693332","-80.2264378"
