"Date","Source","Site ID","POC","Daily Mean PM10 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/11/2018","AQS","370510009","3","12","ug/m3 SC","11","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"01/12/2018","AQS","370510009","3","5","ug/m3 SC","5","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"01/13/2018","AQS","370510009","3","3","ug/m3 SC","3","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"01/14/2018","AQS","370510009","3","3","ug/m3 SC","3","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"01/15/2018","AQS","370510009","3","9","ug/m3 SC","8","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"01/16/2018","AQS","370510009","3","17","ug/m3 SC","16","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"01/17/2018","AQS","370510009","3","17","ug/m3 SC","16","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"01/18/2018","AQS","370510009","3","10","ug/m3 SC","9","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"01/19/2018","AQS","370510009","3","12","ug/m3 SC","11","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"01/20/2018","AQS","370510009","3","15","ug/m3 SC","14","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"01/21/2018","AQS","370510009","3","13","ug/m3 SC","12","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"01/22/2018","AQS","370510009","3","17","ug/m3 SC","16","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"01/23/2018","AQS","370510009","3","8","ug/m3 SC","7","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"01/24/2018","AQS","370510009","3","8","ug/m3 SC","7","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"01/25/2018","AQS","370510009","3","9","ug/m3 SC","8","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"01/26/2018","AQS","370510009","3","20","ug/m3 SC","19","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"01/27/2018","AQS","370510009","3","11","ug/m3 SC","10","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"01/28/2018","AQS","370510009","3","4","ug/m3 SC","4","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"01/29/2018","AQS","370510009","3","0","ug/m3 SC","0","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"01/30/2018","AQS","370510009","3","3","ug/m3 SC","3","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"01/31/2018","AQS","370510009","3","4","ug/m3 SC","4","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"02/01/2018","AQS","370510009","3","8","ug/m3 SC","7","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"02/02/2018","AQS","370510009","3","5","ug/m3 SC","5","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"02/03/2018","AQS","370510009","3","5","ug/m3 SC","5","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"02/04/2018","AQS","370510009","3","3","ug/m3 SC","3","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"02/05/2018","AQS","370510009","3","5","ug/m3 SC","5","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"02/06/2018","AQS","370510009","3","9","ug/m3 SC","8","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"02/07/2018","AQS","370510009","3","8","ug/m3 SC","7","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"02/13/2018","AQS","370510009","3","8","ug/m3 SC","7","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"02/14/2018","AQS","370510009","3","8","ug/m3 SC","7","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"02/15/2018","AQS","370510009","3","9","ug/m3 SC","8","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"02/16/2018","AQS","370510009","3","8","ug/m3 SC","7","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"02/17/2018","AQS","370510009","3","7","ug/m3 SC","6","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"02/18/2018","AQS","370510009","3","8","ug/m3 SC","7","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"02/19/2018","AQS","370510009","3","16","ug/m3 SC","15","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"02/20/2018","AQS","370510009","3","15","ug/m3 SC","14","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"02/21/2018","AQS","370510009","3","9","ug/m3 SC","8","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"02/22/2018","AQS","370510009","3","9","ug/m3 SC","8","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"02/23/2018","AQS","370510009","3","10","ug/m3 SC","9","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"02/24/2018","AQS","370510009","3","9","ug/m3 SC","8","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"02/25/2018","AQS","370510009","3","6","ug/m3 SC","6","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"02/26/2018","AQS","370510009","3","3","ug/m3 SC","3","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"02/27/2018","AQS","370510009","3","5","ug/m3 SC","5","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"02/28/2018","AQS","370510009","3","10","ug/m3 SC","9","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"03/01/2018","AQS","370510009","3","7","ug/m3 SC","6","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"03/02/2018","AQS","370510009","3","4","ug/m3 SC","4","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"03/03/2018","AQS","370510009","3","2","ug/m3 SC","2","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"03/04/2018","AQS","370510009","3","4","ug/m3 SC","4","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"03/05/2018","AQS","370510009","3","9","ug/m3 SC","8","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"03/06/2018","AQS","370510009","3","12","ug/m3 SC","11","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"03/07/2018","AQS","370510009","3","6","ug/m3 SC","6","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"03/08/2018","AQS","370510009","3","5","ug/m3 SC","5","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"03/09/2018","AQS","370510009","3","10","ug/m3 SC","9","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"03/10/2018","AQS","370510009","3","25","ug/m3 SC","23","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"03/11/2018","AQS","370510009","3","19","ug/m3 SC","18","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"03/12/2018","AQS","370510009","3","4","ug/m3 SC","4","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"03/17/2018","AQS","370510009","3","19","ug/m3 SC","18","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"03/18/2018","AQS","370510009","3","13","ug/m3 SC","12","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"03/19/2018","AQS","370510009","3","17","ug/m3 SC","16","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"03/20/2018","AQS","370510009","3","7","ug/m3 SC","6","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"03/21/2018","AQS","370510009","3","3","ug/m3 SC","3","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"03/22/2018","AQS","370510009","3","8","ug/m3 SC","7","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"03/23/2018","AQS","370510009","3","11","ug/m3 SC","10","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"03/24/2018","AQS","370510009","3","8","ug/m3 SC","7","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"03/25/2018","AQS","370510009","3","6","ug/m3 SC","6","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"03/26/2018","AQS","370510009","3","10","ug/m3 SC","9","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"03/27/2018","AQS","370510009","3","17","ug/m3 SC","16","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"03/28/2018","AQS","370510009","3","22","ug/m3 SC","20","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"03/29/2018","AQS","370510009","3","18","ug/m3 SC","17","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"03/30/2018","AQS","370510009","3","13","ug/m3 SC","12","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"03/31/2018","AQS","370510009","3","6","ug/m3 SC","6","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"04/01/2018","AQS","370510009","3","11","ug/m3 SC","10","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"04/02/2018","AQS","370510009","3","17","ug/m3 SC","16","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"04/03/2018","AQS","370510009","3","21","ug/m3 SC","19","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"04/04/2018","AQS","370510009","3","12","ug/m3 SC","11","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"04/05/2018","AQS","370510009","3","9","ug/m3 SC","8","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"04/06/2018","AQS","370510009","3","17","ug/m3 SC","16","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"04/07/2018","AQS","370510009","3","11","ug/m3 SC","10","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"04/08/2018","AQS","370510009","3","6","ug/m3 SC","6","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"04/09/2018","AQS","370510009","3","8","ug/m3 SC","7","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"04/10/2018","AQS","370510009","3","13","ug/m3 SC","12","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"04/11/2018","AQS","370510009","3","16","ug/m3 SC","15","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"04/12/2018","AQS","370510009","3","16","ug/m3 SC","15","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"04/13/2018","AQS","370510009","3","17","ug/m3 SC","16","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"04/14/2018","AQS","370510009","3","15","ug/m3 SC","14","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"04/15/2018","AQS","370510009","3","16","ug/m3 SC","15","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"04/16/2018","AQS","370510009","3","8","ug/m3 SC","7","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"04/19/2018","AQS","370510009","3","26","ug/m3 SC","24","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"04/20/2018","AQS","370510009","3","11","ug/m3 SC","10","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"04/21/2018","AQS","370510009","3","15","ug/m3 SC","14","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"04/22/2018","AQS","370510009","3","11","ug/m3 SC","10","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"04/23/2018","AQS","370510009","3","11","ug/m3 SC","10","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"04/24/2018","AQS","370510009","3","5","ug/m3 SC","5","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"04/25/2018","AQS","370510009","3","7","ug/m3 SC","6","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"04/26/2018","AQS","370510009","3","7","ug/m3 SC","6","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"04/27/2018","AQS","370510009","3","6","ug/m3 SC","6","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"04/28/2018","AQS","370510009","3","11","ug/m3 SC","10","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"04/29/2018","AQS","370510009","3","17","ug/m3 SC","16","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"04/30/2018","AQS","370510009","3","14","ug/m3 SC","13","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"05/01/2018","AQS","370510009","3","15","ug/m3 SC","14","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"05/02/2018","AQS","370510009","3","16","ug/m3 SC","15","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"05/03/2018","AQS","370510009","3","13","ug/m3 SC","12","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"05/04/2018","AQS","370510009","3","16","ug/m3 SC","15","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"05/05/2018","AQS","370510009","3","15","ug/m3 SC","14","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"05/06/2018","AQS","370510009","3","11","ug/m3 SC","10","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"05/08/2018","AQS","370510009","3","13","ug/m3 SC","12","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"05/09/2018","AQS","370510009","3","12","ug/m3 SC","11","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"05/10/2018","AQS","370510009","3","21","ug/m3 SC","19","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"05/11/2018","AQS","370510009","3","23","ug/m3 SC","21","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"05/12/2018","AQS","370510009","3","21","ug/m3 SC","19","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"05/13/2018","AQS","370510009","3","20","ug/m3 SC","19","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"05/14/2018","AQS","370510009","3","16","ug/m3 SC","15","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"05/15/2018","AQS","370510009","3","8","ug/m3 SC","7","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"05/16/2018","AQS","370510009","3","7","ug/m3 SC","6","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"05/17/2018","AQS","370510009","3","4","ug/m3 SC","4","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"05/18/2018","AQS","370510009","3","7","ug/m3 SC","6","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"05/19/2018","AQS","370510009","3","2","ug/m3 SC","2","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"05/20/2018","AQS","370510009","3","7","ug/m3 SC","6","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"05/21/2018","AQS","370510009","3","11","ug/m3 SC","10","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"05/22/2018","AQS","370510009","3","12","ug/m3 SC","11","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"05/23/2018","AQS","370510009","3","9","ug/m3 SC","8","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"05/24/2018","AQS","370510009","3","12","ug/m3 SC","11","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
"05/25/2018","AQS","370510009","3","11","ug/m3 SC","10","William Owen School","1","100.0000","81102","PM10 Total 0-10um STP","22180","Fayetteville, NC","37","North Carolina","051","Cumberland","35.041416","-78.953112"
