"","Date","Site.ID","Daily.Mean.Concentration","AQS_PARAMETER_DESC","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"1507",2018-01-19,370570002,15.6,"PM2.5","Davidson",35.8145,-80.2627
"1508",2018-01-20,370570002,14,"PM2.5","Davidson",35.8145,-80.2627
"1509",2018-01-21,370570002,9.9,"PM2.5","Davidson",35.8145,-80.2627
"1510",2018-01-22,370570002,14.4,"PM2.5","Davidson",35.8145,-80.2627
"1513",2018-01-25,370570002,8.4,"PM2.5","Davidson",35.8145,-80.2627
"1516",2018-01-28,370570002,11.3,"PM2.5","Davidson",35.8145,-80.2627
"1518",2018-01-30,370570002,2.8,"PM2.5","Davidson",35.8145,-80.2627
"1519",2018-01-31,370570002,6.5,"PM2.5","Davidson",35.8145,-80.2627
"1521",2018-02-02,370570002,2.1,"PM2.5","Davidson",35.8145,-80.2627
"1522",2018-02-03,370570002,5.1,"PM2.5","Davidson",35.8145,-80.2627
"1524",2018-02-05,370570002,5.4,"PM2.5","Davidson",35.8145,-80.2627
"1525",2018-02-06,370570002,9.6,"PM2.5","Davidson",35.8145,-80.2627
"1527",2018-02-08,370570002,7.7,"PM2.5","Davidson",35.8145,-80.2627
"1528",2018-02-09,370570002,13.9,"PM2.5","Davidson",35.8145,-80.2627
"1530",2018-02-11,370570002,4.5,"PM2.5","Davidson",35.8145,-80.2627
"1531",2018-02-12,370570002,3.8,"PM2.5","Davidson",35.8145,-80.2627
"1533",2018-02-14,370570002,10.3,"PM2.5","Davidson",35.8145,-80.2627
"1534",2018-02-15,370570002,5.3,"PM2.5","Davidson",35.8145,-80.2627
"1536",2018-02-17,370570002,3.3,"PM2.5","Davidson",35.8145,-80.2627
"1537",2018-02-18,370570002,2.5,"PM2.5","Davidson",35.8145,-80.2627
"1539",2018-02-20,370570002,9.6,"PM2.5","Davidson",35.8145,-80.2627
"1541",2018-02-23,370570002,14.5,"PM2.5","Davidson",35.8145,-80.2627
"1542",2018-02-24,370570002,12.3,"PM2.5","Davidson",35.8145,-80.2627
"1544",2018-02-26,370570002,3.5,"PM2.5","Davidson",35.8145,-80.2627
"1545",2018-02-27,370570002,7.2,"PM2.5","Davidson",35.8145,-80.2627
"1547",2018-03-01,370570002,8.9,"PM2.5","Davidson",35.8145,-80.2627
"1548",2018-03-02,370570002,2.2,"PM2.5","Davidson",35.8145,-80.2627
"1550",2018-03-04,370570002,5.6,"PM2.5","Davidson",35.8145,-80.2627
"1551",2018-03-05,370570002,9.7,"PM2.5","Davidson",35.8145,-80.2627
"1553",2018-03-07,370570002,7.7,"PM2.5","Davidson",35.8145,-80.2627
"1554",2018-03-08,370570002,6.3,"PM2.5","Davidson",35.8145,-80.2627
"1556",2018-03-10,370570002,22.2,"PM2.5","Davidson",35.8145,-80.2627
"1557",2018-03-11,370570002,19.9,"PM2.5","Davidson",35.8145,-80.2627
"1559",2018-03-13,370570002,7.9,"PM2.5","Davidson",35.8145,-80.2627
"1560",2018-03-14,370570002,4.7,"PM2.5","Davidson",35.8145,-80.2627
"1562",2018-03-16,370570002,10.9,"PM2.5","Davidson",35.8145,-80.2627
"1563",2018-03-17,370570002,13,"PM2.5","Davidson",35.8145,-80.2627
"1565",2018-03-19,370570002,9,"PM2.5","Davidson",35.8145,-80.2627
"1566",2018-03-20,370570002,5.2,"PM2.5","Davidson",35.8145,-80.2627
"1568",2018-03-22,370570002,5.8,"PM2.5","Davidson",35.8145,-80.2627
"1569",2018-03-23,370570002,8.9,"PM2.5","Davidson",35.8145,-80.2627
"1571",2018-03-25,370570002,6.2,"PM2.5","Davidson",35.8145,-80.2627
"1572",2018-03-26,370570002,5.3,"PM2.5","Davidson",35.8145,-80.2627
"1574",2018-03-28,370570002,13.7,"PM2.5","Davidson",35.8145,-80.2627
"1575",2018-03-29,370570002,11.9,"PM2.5","Davidson",35.8145,-80.2627
"1577",2018-03-31,370570002,4.8,"PM2.5","Davidson",35.8145,-80.2627
"1578",2018-04-01,370570002,8,"PM2.5","Davidson",35.8145,-80.2627
"1580",2018-04-03,370570002,15.4,"PM2.5","Davidson",35.8145,-80.2627
"1581",2018-04-04,370570002,8,"PM2.5","Davidson",35.8145,-80.2627
"1583",2018-04-06,370570002,12.4,"PM2.5","Davidson",35.8145,-80.2627
"1584",2018-04-07,370570002,10.2,"PM2.5","Davidson",35.8145,-80.2627
"1586",2018-04-09,370570002,9.2,"PM2.5","Davidson",35.8145,-80.2627
"1587",2018-04-10,370570002,9.7,"PM2.5","Davidson",35.8145,-80.2627
"1589",2018-04-12,370570002,13.7,"PM2.5","Davidson",35.8145,-80.2627
"1590",2018-04-13,370570002,13.9,"PM2.5","Davidson",35.8145,-80.2627
"1592",2018-04-15,370570002,6.1,"PM2.5","Davidson",35.8145,-80.2627
"1593",2018-04-16,370570002,3.9,"PM2.5","Davidson",35.8145,-80.2627
"1595",2018-04-18,370570002,9.3,"PM2.5","Davidson",35.8145,-80.2627
"1596",2018-04-19,370570002,8.3,"PM2.5","Davidson",35.8145,-80.2627
"1598",2018-04-21,370570002,8.6,"PM2.5","Davidson",35.8145,-80.2627
"1599",2018-04-22,370570002,9.6,"PM2.5","Davidson",35.8145,-80.2627
"1601",2018-04-24,370570002,3.5,"PM2.5","Davidson",35.8145,-80.2627
"1602",2018-04-25,370570002,2.7,"PM2.5","Davidson",35.8145,-80.2627
"1604",2018-04-27,370570002,5.2,"PM2.5","Davidson",35.8145,-80.2627
"1605",2018-04-28,370570002,9.8,"PM2.5","Davidson",35.8145,-80.2627
"1607",2018-04-30,370570002,6.2,"PM2.5","Davidson",35.8145,-80.2627
"1608",2018-05-01,370570002,9.5,"PM2.5","Davidson",35.8145,-80.2627
"1610",2018-05-03,370570002,10.8,"PM2.5","Davidson",35.8145,-80.2627
"1611",2018-05-04,370570002,11.9,"PM2.5","Davidson",35.8145,-80.2627
"1613",2018-05-06,370570002,7.6,"PM2.5","Davidson",35.8145,-80.2627
"1614",2018-05-07,370570002,5.5,"PM2.5","Davidson",35.8145,-80.2627
"1616",2018-05-09,370570002,10.4,"PM2.5","Davidson",35.8145,-80.2627
"1617",2018-05-10,370570002,5.2,"PM2.5","Davidson",35.8145,-80.2627
"1620",2018-05-13,370570002,3.4,"PM2.5","Davidson",35.8145,-80.2627
"1621",2018-05-14,370570002,10.6,"PM2.5","Davidson",35.8145,-80.2627
"1624",2018-05-17,370570002,7.1,"PM2.5","Davidson",35.8145,-80.2627
"1626",2018-05-19,370570002,5.9,"PM2.5","Davidson",35.8145,-80.2627
"1628",2018-05-21,370570002,8.9,"PM2.5","Davidson",35.8145,-80.2627
"1629",2018-05-22,370570002,9,"PM2.5","Davidson",35.8145,-80.2627
"1631",2018-05-24,370570002,10.7,"PM2.5","Davidson",35.8145,-80.2627
"1632",2018-05-25,370570002,8.3,"PM2.5","Davidson",35.8145,-80.2627
"1634",2018-05-27,370570002,7.7,"PM2.5","Davidson",35.8145,-80.2627
"1635",2018-05-28,370570002,4.3,"PM2.5","Davidson",35.8145,-80.2627
"1637",2018-05-30,370570002,7.2,"PM2.5","Davidson",35.8145,-80.2627
"1638",2018-05-31,370570002,7.1,"PM2.5","Davidson",35.8145,-80.2627
"1640",2018-06-02,370570002,6.6,"PM2.5","Davidson",35.8145,-80.2627
"1641",2018-06-03,370570002,9,"PM2.5","Davidson",35.8145,-80.2627
"1643",2018-06-05,370570002,7.4,"PM2.5","Davidson",35.8145,-80.2627
"1644",2018-06-06,370570002,11,"PM2.5","Davidson",35.8145,-80.2627
"1646",2018-06-08,370570002,17.2,"PM2.5","Davidson",35.8145,-80.2627
"1647",2018-06-09,370570002,13.4,"PM2.5","Davidson",35.8145,-80.2627
"1649",2018-06-11,370570002,11.9,"PM2.5","Davidson",35.8145,-80.2627
"1650",2018-06-12,370570002,6.4,"PM2.5","Davidson",35.8145,-80.2627
"1652",2018-06-14,370570002,11,"PM2.5","Davidson",35.8145,-80.2627
"1653",2018-06-15,370570002,9.5,"PM2.5","Davidson",35.8145,-80.2627
"1655",2018-06-17,370570002,13.7,"PM2.5","Davidson",35.8145,-80.2627
"1656",2018-06-18,370570002,13.9,"PM2.5","Davidson",35.8145,-80.2627
"1658",2018-06-20,370570002,15.8,"PM2.5","Davidson",35.8145,-80.2627
"1659",2018-06-21,370570002,11.1,"PM2.5","Davidson",35.8145,-80.2627
"1661",2018-06-23,370570002,7.7,"PM2.5","Davidson",35.8145,-80.2627
"1662",2018-06-24,370570002,8,"PM2.5","Davidson",35.8145,-80.2627
"1664",2018-06-26,370570002,6,"PM2.5","Davidson",35.8145,-80.2627
"1665",2018-06-27,370570002,8.7,"PM2.5","Davidson",35.8145,-80.2627
"1667",2018-06-29,370570002,11.3,"PM2.5","Davidson",35.8145,-80.2627
"1668",2018-06-30,370570002,15.2,"PM2.5","Davidson",35.8145,-80.2627
"1670",2018-07-02,370570002,8.9,"PM2.5","Davidson",35.8145,-80.2627
"1671",2018-07-03,370570002,14.4,"PM2.5","Davidson",35.8145,-80.2627
"1672",2018-07-04,370570002,12.1,"PM2.5","Davidson",35.8145,-80.2627
"1673",2018-07-05,370570002,6.7,"PM2.5","Davidson",35.8145,-80.2627
"1674",2018-07-06,370570002,7.7,"PM2.5","Davidson",35.8145,-80.2627
"1676",2018-07-08,370570002,5.6,"PM2.5","Davidson",35.8145,-80.2627
"1677",2018-07-09,370570002,6.8,"PM2.5","Davidson",35.8145,-80.2627
"1678",2018-07-10,370570002,11.7,"PM2.5","Davidson",35.8145,-80.2627
"1679",2018-07-11,370570002,12.8,"PM2.5","Davidson",35.8145,-80.2627
"1680",2018-07-12,370570002,15.1,"PM2.5","Davidson",35.8145,-80.2627
"1682",2018-07-14,370570002,12.5,"PM2.5","Davidson",35.8145,-80.2627
"1683",2018-07-15,370570002,13.6,"PM2.5","Davidson",35.8145,-80.2627
"1684",2018-07-16,370570002,13.1,"PM2.5","Davidson",35.8145,-80.2627
"1685",2018-07-17,370570002,11,"PM2.5","Davidson",35.8145,-80.2627
"1686",2018-07-18,370570002,10.5,"PM2.5","Davidson",35.8145,-80.2627
"1688",2018-07-20,370570002,9.7,"PM2.5","Davidson",35.8145,-80.2627
"1689",2018-07-21,370570002,9.2,"PM2.5","Davidson",35.8145,-80.2627
"1690",2018-07-22,370570002,8.3,"PM2.5","Davidson",35.8145,-80.2627
"1691",2018-07-23,370570002,8.9,"PM2.5","Davidson",35.8145,-80.2627
"1692",2018-07-24,370570002,7,"PM2.5","Davidson",35.8145,-80.2627
"1694",2018-07-26,370570002,9.3,"PM2.5","Davidson",35.8145,-80.2627
"1695",2018-07-27,370570002,11.9,"PM2.5","Davidson",35.8145,-80.2627
"1696",2018-07-28,370570002,11.6,"PM2.5","Davidson",35.8145,-80.2627
"1697",2018-07-29,370570002,9.7,"PM2.5","Davidson",35.8145,-80.2627
"1698",2018-07-30,370570002,6.7,"PM2.5","Davidson",35.8145,-80.2627
"1700",2018-08-01,370570002,5.3,"PM2.5","Davidson",35.8145,-80.2627
"1701",2018-08-02,370570002,5.6,"PM2.5","Davidson",35.8145,-80.2627
"1702",2018-08-03,370570002,4.3,"PM2.5","Davidson",35.8145,-80.2627
"1703",2018-08-04,370570002,6.3,"PM2.5","Davidson",35.8145,-80.2627
"1704",2018-08-05,370570002,7.4,"PM2.5","Davidson",35.8145,-80.2627
"1706",2018-08-07,370570002,9.9,"PM2.5","Davidson",35.8145,-80.2627
"1707",2018-08-08,370570002,7.1,"PM2.5","Davidson",35.8145,-80.2627
"1708",2018-08-09,370570002,9.8,"PM2.5","Davidson",35.8145,-80.2627
"1709",2018-08-10,370570002,12.3,"PM2.5","Davidson",35.8145,-80.2627
"1710",2018-08-11,370570002,8,"PM2.5","Davidson",35.8145,-80.2627
"1711",2018-08-12,370570002,8.8,"PM2.5","Davidson",35.8145,-80.2627
"1713",2018-08-14,370570002,12.2,"PM2.5","Davidson",35.8145,-80.2627
"1714",2018-08-15,370570002,13.5,"PM2.5","Davidson",35.8145,-80.2627
"1715",2018-08-16,370570002,18.5,"PM2.5","Davidson",35.8145,-80.2627
"1716",2018-08-17,370570002,12.7,"PM2.5","Davidson",35.8145,-80.2627
"1718",2018-08-19,370570002,8,"PM2.5","Davidson",35.8145,-80.2627
"1719",2018-08-20,370570002,8,"PM2.5","Davidson",35.8145,-80.2627
"1720",2018-08-21,370570002,8.8,"PM2.5","Davidson",35.8145,-80.2627
"1721",2018-08-22,370570002,7.1,"PM2.5","Davidson",35.8145,-80.2627
"1722",2018-08-23,370570002,12.6,"PM2.5","Davidson",35.8145,-80.2627
"1724",2018-08-25,370570002,10.5,"PM2.5","Davidson",35.8145,-80.2627
"1725",2018-08-26,370570002,14.4,"PM2.5","Davidson",35.8145,-80.2627
"1726",2018-08-27,370570002,17.4,"PM2.5","Davidson",35.8145,-80.2627
"1727",2018-08-28,370570002,18.6,"PM2.5","Davidson",35.8145,-80.2627
"1728",2018-08-29,370570002,12.9,"PM2.5","Davidson",35.8145,-80.2627
"1730",2018-08-31,370570002,8.8,"PM2.5","Davidson",35.8145,-80.2627
"1731",2018-09-01,370570002,10.4,"PM2.5","Davidson",35.8145,-80.2627
"1732",2018-09-02,370570002,8.2,"PM2.5","Davidson",35.8145,-80.2627
"1733",2018-09-03,370570002,7.3,"PM2.5","Davidson",35.8145,-80.2627
"1734",2018-09-04,370570002,9.7,"PM2.5","Davidson",35.8145,-80.2627
"1736",2018-09-06,370570002,10,"PM2.5","Davidson",35.8145,-80.2627
"1737",2018-09-07,370570002,11.4,"PM2.5","Davidson",35.8145,-80.2627
"1738",2018-09-08,370570002,9.8,"PM2.5","Davidson",35.8145,-80.2627
"1739",2018-09-09,370570002,5,"PM2.5","Davidson",35.8145,-80.2627
"1740",2018-09-10,370570002,4.9,"PM2.5","Davidson",35.8145,-80.2627
"1742",2018-09-12,370570002,4.7,"PM2.5","Davidson",35.8145,-80.2627
"1743",2018-09-19,370570002,0,"PM2.5","Davidson",35.8145,-80.2627
"1744",2018-09-20,370570002,5.9,"PM2.5","Davidson",35.8145,-80.2627
"1746",2018-09-22,370570002,14.5,"PM2.5","Davidson",35.8145,-80.2627
"1748",2018-09-24,370570002,6.2,"PM2.5","Davidson",35.8145,-80.2627
"1749",2018-09-25,370570002,8.9,"PM2.5","Davidson",35.8145,-80.2627
"1750",2018-09-26,370570002,8.9,"PM2.5","Davidson",35.8145,-80.2627
"1751",2018-09-27,370570002,8.3,"PM2.5","Davidson",35.8145,-80.2627
"1752",2018-09-28,370570002,5.9,"PM2.5","Davidson",35.8145,-80.2627
"1754",2018-09-30,370570002,8.8,"PM2.5","Davidson",35.8145,-80.2627
"1755",2018-10-01,370570002,10,"PM2.5","Davidson",35.8145,-80.2627
"1756",2018-10-02,370570002,12.4,"PM2.5","Davidson",35.8145,-80.2627
"1757",2018-10-03,370570002,12,"PM2.5","Davidson",35.8145,-80.2627
"1758",2018-10-04,370570002,12.9,"PM2.5","Davidson",35.8145,-80.2627
"1760",2018-10-06,370570002,14.2,"PM2.5","Davidson",35.8145,-80.2627
"1761",2018-10-07,370570002,14.6,"PM2.5","Davidson",35.8145,-80.2627
"1762",2018-10-08,370570002,10.2,"PM2.5","Davidson",35.8145,-80.2627
"1763",2018-10-09,370570002,6.8,"PM2.5","Davidson",35.8145,-80.2627
"1764",2018-10-10,370570002,5.9,"PM2.5","Davidson",35.8145,-80.2627
"1766",2018-10-12,370570002,6.4,"PM2.5","Davidson",35.8145,-80.2627
"1767",2018-10-13,370570002,7,"PM2.5","Davidson",35.8145,-80.2627
"1768",2018-10-14,370570002,8.2,"PM2.5","Davidson",35.8145,-80.2627
"1769",2018-10-15,370570002,12.3,"PM2.5","Davidson",35.8145,-80.2627
"1770",2018-10-16,370570002,10.3,"PM2.5","Davidson",35.8145,-80.2627
"1772",2018-10-18,370570002,6.4,"PM2.5","Davidson",35.8145,-80.2627
"1773",2018-10-19,370570002,9.8,"PM2.5","Davidson",35.8145,-80.2627
"1774",2018-10-20,370570002,10.1,"PM2.5","Davidson",35.8145,-80.2627
"1775",2018-10-21,370570002,4.6,"PM2.5","Davidson",35.8145,-80.2627
"1776",2018-10-22,370570002,8.7,"PM2.5","Davidson",35.8145,-80.2627
"1778",2018-10-24,370570002,9,"PM2.5","Davidson",35.8145,-80.2627
"1779",2018-10-25,370570002,9,"PM2.5","Davidson",35.8145,-80.2627
"1780",2018-10-26,370570002,6.4,"PM2.5","Davidson",35.8145,-80.2627
"1781",2018-10-27,370570002,4.7,"PM2.5","Davidson",35.8145,-80.2627
"1782",2018-10-28,370570002,6.1,"PM2.5","Davidson",35.8145,-80.2627
"1784",2018-10-30,370570002,7.8,"PM2.5","Davidson",35.8145,-80.2627
"1785",2018-10-31,370570002,11.6,"PM2.5","Davidson",35.8145,-80.2627
"1786",2018-11-01,370570002,9,"PM2.5","Davidson",35.8145,-80.2627
"1787",2018-11-02,370570002,6,"PM2.5","Davidson",35.8145,-80.2627
"1788",2018-11-03,370570002,8.5,"PM2.5","Davidson",35.8145,-80.2627
"1790",2018-11-05,370570002,5.5,"PM2.5","Davidson",35.8145,-80.2627
"1791",2018-11-06,370570002,6,"PM2.5","Davidson",35.8145,-80.2627
"1792",2018-11-07,370570002,9.1,"PM2.5","Davidson",35.8145,-80.2627
"1793",2018-11-08,370570002,7.2,"PM2.5","Davidson",35.8145,-80.2627
"1794",2018-11-09,370570002,7.2,"PM2.5","Davidson",35.8145,-80.2627
"1796",2018-11-11,370570002,9.2,"PM2.5","Davidson",35.8145,-80.2627
"1797",2018-11-12,370570002,12.8,"PM2.5","Davidson",35.8145,-80.2627
"1798",2018-11-13,370570002,6.8,"PM2.5","Davidson",35.8145,-80.2627
"1799",2018-11-14,370570002,9.1,"PM2.5","Davidson",35.8145,-80.2627
"1800",2018-11-15,370570002,5,"PM2.5","Davidson",35.8145,-80.2627
"1802",2018-11-17,370570002,16.2,"PM2.5","Davidson",35.8145,-80.2627
"1803",2018-11-18,370570002,22.3,"PM2.5","Davidson",35.8145,-80.2627
"1804",2018-11-19,370570002,21,"PM2.5","Davidson",35.8145,-80.2627
"1805",2018-11-20,370570002,10.5,"PM2.5","Davidson",35.8145,-80.2627
"1806",2018-11-21,370570002,8.1,"PM2.5","Davidson",35.8145,-80.2627
"1808",2018-11-23,370570002,7.9,"PM2.5","Davidson",35.8145,-80.2627
"1809",2018-11-24,370570002,6.7,"PM2.5","Davidson",35.8145,-80.2627
"1810",2018-11-25,370570002,9.3,"PM2.5","Davidson",35.8145,-80.2627
"1811",2018-11-26,370570002,8.2,"PM2.5","Davidson",35.8145,-80.2627
"1812",2018-11-27,370570002,4.5,"PM2.5","Davidson",35.8145,-80.2627
"1814",2018-11-29,370570002,11.2,"PM2.5","Davidson",35.8145,-80.2627
"1815",2018-11-30,370570002,14.3,"PM2.5","Davidson",35.8145,-80.2627
"1816",2018-12-01,370570002,15.6,"PM2.5","Davidson",35.8145,-80.2627
"1817",2018-12-02,370570002,7.9,"PM2.5","Davidson",35.8145,-80.2627
"1818",2018-12-03,370570002,10.3,"PM2.5","Davidson",35.8145,-80.2627
"1820",2018-12-05,370570002,4.1,"PM2.5","Davidson",35.8145,-80.2627
"1821",2018-12-06,370570002,9,"PM2.5","Davidson",35.8145,-80.2627
"1822",2018-12-07,370570002,20.6,"PM2.5","Davidson",35.8145,-80.2627
"1823",2018-12-08,370570002,14.4,"PM2.5","Davidson",35.8145,-80.2627
"1824",2018-12-09,370570002,6.3,"PM2.5","Davidson",35.8145,-80.2627
"1825",2018-12-10,370570002,8.8,"PM2.5","Davidson",35.8145,-80.2627
"1826",2018-12-11,370570002,12.9,"PM2.5","Davidson",35.8145,-80.2627
"1827",2018-12-12,370570002,20.9,"PM2.5","Davidson",35.8145,-80.2627
"1828",2018-12-13,370570002,24.1,"PM2.5","Davidson",35.8145,-80.2627
"1829",2018-12-14,370570002,12.5,"PM2.5","Davidson",35.8145,-80.2627
"1830",2018-12-15,370570002,6,"PM2.5","Davidson",35.8145,-80.2627
"1831",2018-12-16,370570002,5.8,"PM2.5","Davidson",35.8145,-80.2627
"1832",2018-12-17,370570002,4.1,"PM2.5","Davidson",35.8145,-80.2627
"1833",2018-12-18,370570002,10.1,"PM2.5","Davidson",35.8145,-80.2627
"1834",2018-12-19,370570002,18,"PM2.5","Davidson",35.8145,-80.2627
"1836",2018-12-21,370570002,4.3,"PM2.5","Davidson",35.8145,-80.2627
"1838",2018-12-23,370570002,12.8,"PM2.5","Davidson",35.8145,-80.2627
"1839",2018-12-24,370570002,10.2,"PM2.5","Davidson",35.8145,-80.2627
"1840",2018-12-25,370570002,15.1,"PM2.5","Davidson",35.8145,-80.2627
"1841",2018-12-26,370570002,19,"PM2.5","Davidson",35.8145,-80.2627
"1842",2018-12-27,370570002,14.8,"PM2.5","Davidson",35.8145,-80.2627
"1844",2018-12-29,370570002,13.2,"PM2.5","Davidson",35.8145,-80.2627
"1845",2018-12-30,370570002,13.6,"PM2.5","Davidson",35.8145,-80.2627
"1846",2018-12-31,370570002,8,"PM2.5","Davidson",35.8145,-80.2627
"1847",2018-01-02,370630015,7.5,"PM2.5","Durham",36.0329550008979,-78.904037
"1848",2018-01-05,370630015,5.7,"PM2.5","Durham",36.0329550008979,-78.904037
"1849",2018-01-08,370630015,6.9,"PM2.5","Durham",36.0329550008979,-78.904037
"1850",2018-01-11,370630015,8.5,"PM2.5","Durham",36.0329550008979,-78.904037
"1851",2018-01-14,370630015,3.3,"PM2.5","Durham",36.0329550008979,-78.904037
"1852",2018-01-17,370630015,12.2,"PM2.5","Durham",36.0329550008979,-78.904037
"1853",2018-01-20,370630015,9.1,"PM2.5","Durham",36.0329550008979,-78.904037
"1854",2018-01-23,370630015,4,"PM2.5","Durham",36.0329550008979,-78.904037
"1855",2018-01-26,370630015,9.3,"PM2.5","Durham",36.0329550008979,-78.904037
"1856",2018-01-29,370630015,1.8,"PM2.5","Durham",36.0329550008979,-78.904037
"1857",2018-02-01,370630015,6.6,"PM2.5","Durham",36.0329550008979,-78.904037
"1858",2018-02-04,370630015,4.9,"PM2.5","Durham",36.0329550008979,-78.904037
"1859",2018-02-07,370630015,5.2,"PM2.5","Durham",36.0329550008979,-78.904037
"1860",2018-02-10,370630015,8,"PM2.5","Durham",36.0329550008979,-78.904037
"1861",2018-02-13,370630015,5.4,"PM2.5","Durham",36.0329550008979,-78.904037
"1862",2018-02-16,370630015,7.3,"PM2.5","Durham",36.0329550008979,-78.904037
"1863",2018-02-19,370630015,5.7,"PM2.5","Durham",36.0329550008979,-78.904037
"1864",2018-02-22,370630015,7.2,"PM2.5","Durham",36.0329550008979,-78.904037
"1865",2018-02-25,370630015,6.2,"PM2.5","Durham",36.0329550008979,-78.904037
"1866",2018-02-28,370630015,8.5,"PM2.5","Durham",36.0329550008979,-78.904037
"1867",2018-03-03,370630015,2.2,"PM2.5","Durham",36.0329550008979,-78.904037
"1868",2018-03-06,370630015,6.1,"PM2.5","Durham",36.0329550008979,-78.904037
"1869",2018-03-09,370630015,5.4,"PM2.5","Durham",36.0329550008979,-78.904037
"1870",2018-03-12,370630015,6.7,"PM2.5","Durham",36.0329550008979,-78.904037
"1871",2018-03-15,370630015,8,"PM2.5","Durham",36.0329550008979,-78.904037
"1872",2018-03-18,370630015,6,"PM2.5","Durham",36.0329550008979,-78.904037
"1873",2018-03-21,370630015,2.7,"PM2.5","Durham",36.0329550008979,-78.904037
"1874",2018-03-24,370630015,6.5,"PM2.5","Durham",36.0329550008979,-78.904037
"1875",2018-03-27,370630015,6.1,"PM2.5","Durham",36.0329550008979,-78.904037
"1876",2018-03-30,370630015,4.6,"PM2.5","Durham",36.0329550008979,-78.904037
"1877",2018-04-02,370630015,7.7,"PM2.5","Durham",36.0329550008979,-78.904037
"1878",2018-04-05,370630015,4.6,"PM2.5","Durham",36.0329550008979,-78.904037
"1879",2018-04-08,370630015,5,"PM2.5","Durham",36.0329550008979,-78.904037
"1880",2018-04-11,370630015,8.9,"PM2.5","Durham",36.0329550008979,-78.904037
"1881",2018-04-14,370630015,9.3,"PM2.5","Durham",36.0329550008979,-78.904037
"1882",2018-04-17,370630015,3.7,"PM2.5","Durham",36.0329550008979,-78.904037
"1883",2018-04-20,370630015,4.3,"PM2.5","Durham",36.0329550008979,-78.904037
"1884",2018-04-23,370630015,4.8,"PM2.5","Durham",36.0329550008979,-78.904037
"1885",2018-04-26,370630015,4.2,"PM2.5","Durham",36.0329550008979,-78.904037
"1886",2018-04-29,370630015,4.2,"PM2.5","Durham",36.0329550008979,-78.904037
"1887",2018-05-02,370630015,9.8,"PM2.5","Durham",36.0329550008979,-78.904037
"1888",2018-05-05,370630015,10.9,"PM2.5","Durham",36.0329550008979,-78.904037
"1889",2018-05-08,370630015,7.5,"PM2.5","Durham",36.0329550008979,-78.904037
"1890",2018-05-11,370630015,10.2,"PM2.5","Durham",36.0329550008979,-78.904037
"1891",2018-05-14,370630015,13,"PM2.5","Durham",36.0329550008979,-78.904037
"1892",2018-05-17,370630015,4.5,"PM2.5","Durham",36.0329550008979,-78.904037
"1893",2018-05-20,370630015,6.6,"PM2.5","Durham",36.0329550008979,-78.904037
"1894",2018-05-23,370630015,6.4,"PM2.5","Durham",36.0329550008979,-78.904037
"1895",2018-05-26,370630015,6.2,"PM2.5","Durham",36.0329550008979,-78.904037
"1896",2018-05-29,370630015,3.8,"PM2.5","Durham",36.0329550008979,-78.904037
"1897",2018-06-01,370630015,6.9,"PM2.5","Durham",36.0329550008979,-78.904037
"1898",2018-06-04,370630015,5,"PM2.5","Durham",36.0329550008979,-78.904037
"1899",2018-06-07,370630015,9.9,"PM2.5","Durham",36.0329550008979,-78.904037
"1900",2018-06-10,370630015,9,"PM2.5","Durham",36.0329550008979,-78.904037
"1901",2018-06-13,370630015,7.1,"PM2.5","Durham",36.0329550008979,-78.904037
"1902",2018-06-16,370630015,11.5,"PM2.5","Durham",36.0329550008979,-78.904037
"1903",2018-06-19,370630015,15.2,"PM2.5","Durham",36.0329550008979,-78.904037
"1904",2018-06-22,370630015,7.1,"PM2.5","Durham",36.0329550008979,-78.904037
"1905",2018-06-25,370630015,9.8,"PM2.5","Durham",36.0329550008979,-78.904037
"1906",2018-06-28,370630015,7.2,"PM2.5","Durham",36.0329550008979,-78.904037
"1907",2018-07-01,370630015,8.4,"PM2.5","Durham",36.0329550008979,-78.904037
"1908",2018-07-04,370630015,14,"PM2.5","Durham",36.0329550008979,-78.904037
"1909",2018-07-07,370630015,5.4,"PM2.5","Durham",36.0329550008979,-78.904037
"1910",2018-07-10,370630015,10.2,"PM2.5","Durham",36.0329550008979,-78.904037
"1911",2018-07-13,370630015,10.7,"PM2.5","Durham",36.0329550008979,-78.904037
"1912",2018-07-17,370630015,9.5,"PM2.5","Durham",36.0329550008979,-78.904037
"1913",2018-07-20,370630015,8.4,"PM2.5","Durham",36.0329550008979,-78.904037
"1914",2018-07-24,370630015,5.9,"PM2.5","Durham",36.0329550008979,-78.904037
"1915",2018-07-25,370630015,6.6,"PM2.5","Durham",36.0329550008979,-78.904037
"1916",2018-07-28,370630015,10.8,"PM2.5","Durham",36.0329550008979,-78.904037
"1917",2018-07-31,370630015,7.2,"PM2.5","Durham",36.0329550008979,-78.904037
"1918",2018-08-03,370630015,3.9,"PM2.5","Durham",36.0329550008979,-78.904037
"1919",2018-08-06,370630015,9.7,"PM2.5","Durham",36.0329550008979,-78.904037
"1920",2018-08-09,370630015,8.1,"PM2.5","Durham",36.0329550008979,-78.904037
"1921",2018-08-12,370630015,7.9,"PM2.5","Durham",36.0329550008979,-78.904037
"1922",2018-08-15,370630015,11.2,"PM2.5","Durham",36.0329550008979,-78.904037
"1923",2018-08-18,370630015,6,"PM2.5","Durham",36.0329550008979,-78.904037
